Run_Date,This_Period,Last_Period,rpt_apt_grp_name,rpt_apt_name,total_pax_tp,total_pax_eu_shd_tp,total_pax_eu_cht_tp,total_pax_eu_tp,total_pax_eu_lp,total_pax_eu_pc,total_pax_oi_shd_tp,total_pax_oi_cht_tp,total_pax_oi_tp,total_pax_oi_lp,total_pax_oi_pc
14/08/2020 09:33:02,      202006,201906,London Area Airports,GATWICK,"22,236","15,534",418,"15,952","2,968,892",-99.4626952,"4,137","2,147","6,284","1,252,864",-99.4984292
14/08/2020 09:33:02,      202006,201906,London Area Airports,HEATHROW,"329,775","149,538","1,802","151,340","2,536,137",-94.0326568,"144,781","33,654","178,435","4,275,746",-95.8268101
14/08/2020 09:33:02,      202006,201906,London Area Airports,LONDON CITY,,0,0,0,"310,533",0.0000000,0,0,0,"51,560",0.0000000
14/08/2020 09:33:02,      202006,201906,London Area Airports,LUTON,"63,457","47,712",302,"48,014","1,396,973",-96.5629973,"13,842","1,601","15,443","187,319",-91.7557749
14/08/2020 09:33:02,      202006,201906,London Area Airports,SOUTHEND,38,0,0,0,"198,747",0.0000000,38,0,38,110,-65.4545455
14/08/2020 09:33:02,      202006,201906,London Area Airports,STANSTED,"57,680","43,648","2,073","45,721","2,321,521",-98.0305584,"7,730","4,229","11,959","223,213",-94.6423371
14/08/2020 09:33:02,      202006,201906,Other UK Airports,ABERDEEN,"33,289","3,807",602,"4,409","80,459",-94.5201904,"4,163","24,717","28,880","52,827",-45.3309860
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BELFAST CITY (GEORGE BEST),,0,0,0,"18,414",0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BELFAST INTERNATIONAL,667,667,0,667,"274,706",-99.7571950,0,0,0,"19,222",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BIGGIN HILL,118,0,62,62,119,-47.8991597,0,56,56,76,-26.3157895
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BIRMINGHAM,"12,074","9,863",116,"9,979","956,485",-98.9567008,"1,912",183,"2,095","184,790",-98.8662806
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BLACKPOOL,"1,463",0,0,0,0,0.0000000,0,"1,463","1,463","1,454",0.6189821
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BOURNEMOUTH,255,255,0,255,"85,863",-99.7030153,0,0,0,"3,025",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,BRISTOL,"2,494","2,494",0,"2,494","727,278",-99.6570775,0,0,0,"68,985",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,CARDIFF WALES,,0,0,0,"150,146",0.0000000,0,0,0,"21,499",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,DONCASTER SHEFFIELD,305,0,0,0,"139,902",0.0000000,60,245,305,"11,609",-97.3727281
14/08/2020 09:33:02,      202006,201906,Other UK Airports,DUNDEE,,0,,0,32,0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,EAST MIDLANDS INTERNATIONAL,"1,141","1,091",50,"1,141","484,925",-99.7647059,0,0,0,"20,909",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,EDINBURGH,"11,719","10,572",35,"10,607","781,679",-98.6430491,547,565,"1,112","171,287",-99.3507972
14/08/2020 09:33:02,      202006,201906,Other UK Airports,EXETER,,0,0,0,"62,536",0.0000000,0,0,0,"3,061",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,GLASGOW,"4,827","4,754",0,"4,754","414,890",-98.8541541,0,73,73,"159,731",-99.9542982
14/08/2020 09:33:02,      202006,201906,Other UK Airports,HUMBERSIDE,695,0,64,64,"16,019",-99.6004744,0,631,631,"1,873",-66.3107314
14/08/2020 09:33:02,      202006,201906,Other UK Airports,INVERNESS,,0,0,0,"13,623",0.0000000,0,0,0,197,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,KIRKWALL,19,0,0,0,0,0.0000000,0,19,19,69,-72.4637681
14/08/2020 09:33:02,      202006,201906,Other UK Airports,LEEDS BRADFORD,234,234,0,234,"403,777",-99.9420472,0,0,0,"17,370",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,LIVERPOOL (JOHN LENNON),"3,826","3,826",0,"3,826","388,633",-99.0155236,0,0,0,"14,488",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,LYDD,,0,0,0,7,0.0000000,0,0,0,7,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,MANCHESTER,"39,056","26,473",312,"26,785","1,941,761",-98.6205820,"11,706",565,"12,271","804,539",-98.4747787
14/08/2020 09:33:02,      202006,201906,Other UK Airports,NEWCASTLE,"2,651","2,651",0,"2,651","396,748",-99.3318177,0,0,0,"67,605",0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,NEWQUAY,,0,0,0,"12,140",0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,NORWICH,"4,123",0,0,0,"35,638",0.0000000,0,"4,123","4,123","9,379",-56.0400896
14/08/2020 09:33:02,      202006,201906,Other UK Airports,OXFORD (KIDLINGTON),58,58,0,58,0,0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,PRESTWICK,192,192,0,192,"77,792",-99.7531880,0,0,0,6,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,SCATSTA,"1,336",0,0,0,0,0.0000000,0,"1,336","1,336","3,929",-65.9964368
14/08/2020 09:33:02,      202006,201906,Other UK Airports,SOUTHAMPTON,,0,0,0,"67,630",0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Other UK Airports,SUMBURGH,"1,495",0,0,0,0,0.0000000,0,"1,495","1,495","6,745",-77.8354337
14/08/2020 09:33:02,      202006,201906,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,,0,0,0,"12,704",0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Non UK Reporting Airports,GUERNSEY,,0,0,0,"1,659",0.0000000,0,0,0,283,0.0000000
14/08/2020 09:33:02,      202006,201906,Non UK Reporting Airports,ISLE OF MAN,,0,0,0,"5,684",0.0000000,0,0,0,0,0.0000000
14/08/2020 09:33:02,      202006,201906,Non UK Reporting Airports,JERSEY,,0,0,0,"6,878",0.0000000,0,0,0,344,0.0000000

